,Year,Land Price
0,2013.0,24735.281700352498
1,2014.0000000000002,26153.927062388997
2,2015.0,23717.80096177661
3,2016.0,22761.334020126164
4,2016.9999999999998,24808.491920414886
5,2018.0,27986.827725755997
6,2018.9999999999998,24618.471286991888
7,2020.0,24845.948310029555
