YEAR,LOCATION,CATTLE_BREED_TYPE,CATTLE_GENDER,CATTLE_AGE_0_6,CATTLE_AGE_6_6,CATTLE_AGE_6_12,CATTLE_AGE_12_18,CATTLE_AGE_18_24,CATTLE_AGE_24_30,CATTLE_AGE_30_36,CATTLE_AGE_36_PLUS
2015,Dargle,DAIRY,F,0,1,272,2,95,2,5,1
2020,Doonbeg,DAIRY,F,6,20,1498,39,1368,40,336,83
2017,Doonbeg,DAIRY,F,6,10,1387,25,1288,30,308,76
2019,Gweebarra,BEEF,F,6,88,215,53,120,34,53,25
2018,Gweebarra,BEEF,F,5,89,217,53,121,34,53,25
2015,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2015,Gweebarra,DAIRY,F,0,0,34,0,15,0,7,0
2017,Erriff,DAIRY,F,0,0,3,0,0,0,0,1
2017,Currane,DAIRY,F,0,0,2,0,2,0,0,0
2016,Currane,DAIRY,F,0,0,2,0,2,0,0,0
2018,Moy,BEEF,M,735,3746,16289,3116,11185,1120,1470,1286
2017,Nore,BEEF,M,1551,7439,42703,9024,41822,4140,4965,2868
2016,Nore,BEEF,M,1562,7461,42435,9067,41537,4115,4931,2857
2015,Doonbeg,BEEF,M,126,531,2877,348,1728,162,241,293
2020,Ilen,BEEF,M,316,1075,4692,587,2742,252,351,445
2018,Ilen,BEEF,M,317,1085,4657,604,2821,252,356,462
2020,Doonbeg,DAIRY,M,3,20,1007,26,674,9,93,28
2017,Nore,BEEF,F,1646,7290,39971,10053,35141,4134,4007,1288
2015,Inny,BEEF,C,0,0,0,1,86,260,2113,28964
2018,Inny,DAIRY,F,152,503,5218,604,5641,414,894,233
2014,Inny,DAIRY,F,140,449,5238,618,5762,434,852,207
2014,Moy,BEEF,F,753,3338,18515,4081,14759,2050,3929,973
2017,Ilen,BEEF,F,221,954,4375,827,2748,384,459,208
2016,Ilen,BEEF,F,222,953,4372,820,2744,381,457,211
2020,Doonbeg,DAIRY,C,0,0,0,0,3,6,1121,6256
2017,Doonbeg,DAIRY,C,0,0,0,0,3,6,1046,5846
2016,Moy,DAIRY,F,120,263,2530,339,2213,324,539,235
2018,Dodder,DAIRY,F,4,16,331,15,109,4,7,2
2018,Dargle,DAIRY,F,8,33,366,24,147,9,15,2
2014,Dodder,DAIRY,F,2,0,306,2,95,0,2,0
2018,Dargle,BEEF,C,0,0,0,0,3,15,76,1113
2020,Dargle,BEEF,C,0,0,0,0,3,15,76,1110
2015,Vartry,BEEF,C,0,0,0,0,12,24,219,1772
2016,Vartry,BEEF,C,0,0,0,0,12,24,219,1755
2017,Doonbeg,BEEF,C,0,0,0,0,7,33,380,5775
2017,Vartry,DAIRY,C,0,0,0,0,3,62,222,1149
2019,Erriff,BEEF,C,0,0,0,0,0,0,42,582
2017,Erriff,BEEF,C,0,0,0,0,0,0,42,632
2019,Dodder,BEEF,F,28,92,261,87,237,45,42,6
2019,Gweebarra,BEEF,C,0,0,0,0,2,12,30,732
2015,Gweebarra,BEEF,C,0,0,0,0,2,10,30,682
2018,Vartry,BEEF,C,0,0,0,0,12,24,220,1751
2014,Dodder,BEEF,F,17,74,179,79,156,46,65,7
2014,Erriff,BEEF,C,0,0,0,0,0,0,42,574
2020,Gweebarra,DAIRY,F,0,0,25,0,32,1,5,0
2016,Erriff,BEEF,F,5,41,234,43,126,13,51,20
2017,Gweebarra,DAIRY,C,0,0,0,0,0,0,31,93
2016,Gweebarra,DAIRY,C,0,0,0,0,0,0,31,93
2019,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2014,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2018,Currane,DAIRY,F,0,0,2,0,4,0,0,0
2015,Currane,DAIRY,F,0,0,2,0,4,0,0,0
2019,Inny,BEEF,M,712,3669,16567,4649,15011,2071,2800,1392
2018,Boyne,DAIRY,M,772,2239,8464,2815,7853,1267,1358,333
2015,Moy,BEEF,M,778,3612,17065,3279,10758,1014,1120,1281
2018,Inny,DAIRY,M,136,225,2257,362,2292,248,341,88
2016,Inny,DAIRY,M,147,225,1968,382,1952,222,317,89
2019,Doonbeg,DAIRY,M,5,14,895,16,526,18,102,20
2015,Vartry,BEEF,M,60,358,847,254,490,81,43,75
2019,Ilen,BEEF,M,252,890,5015,927,2824,250,360,392
2014,Gweebarra,BEEF,M,54,166,550,116,318,10,18,44
2018,Dodder,BEEF,M,15,58,117,51,105,18,10,26
2020,Vartry,DAIRY,M,23,72,113,45,95,21,9,6
2015,Vartry,DAIRY,M,21,62,130,41,104,26,9,6
2016,Vartry,DAIRY,M,23,71,118,45,104,20,9,6
2014,Vartry,DAIRY,M,21,62,130,43,105,27,9,6
2017,Erriff,BEEF,M,11,49,206,34,75,2,4,23
2015,Erriff,BEEF,M,11,49,195,27,58,1,4,21
2020,Gweebarra,DAIRY,M,0,1,16,6,6,0,0,0
2019,Gweebarra,DAIRY,M,0,1,16,6,6,0,0,0
2016,Gweebarra,DAIRY,M,0,1,16,6,6,0,0,0
2019,Boyne,BEEF,C,0,0,0,2,175,620,4463,51871
2019,Moy,BEEF,C,0,0,0,0,77,262,2924,41696
2014,Moy,BEEF,C,0,0,0,0,76,264,2861,41268
2020,Boyne,BEEF,F,1630,7641,35969,11781,44466,6772,8231,1495
2016,Boyne,BEEF,F,1561,7499,35122,11585,42319,6529,7843,1486
2019,Nore,DAIRY,C,0,0,0,0,110,447,23251,94501
2018,Nore,DAIRY,C,0,0,0,0,111,461,23230,94412
2019,Inny,BEEF,F,756,3403,15998,4832,17154,2709,3401,756
2017,Inny,BEEF,F,739,3399,15650,4777,17204,2837,3538,764
2016,Inny,BEEF,F,722,3356,15450,4604,16578,2802,3443,773
2016,Inny,BEEF,C,0,0,0,1,88,260,2118,29250
2020,Ilen,DAIRY,C,0,0,0,0,17,108,3811,19563
2016,Boyne,DAIRY,F,901,3637,15521,4349,15361,2959,2934,1064
2015,Moy,BEEF,F,758,3362,18592,4127,14917,2063,3975,977
2015,Ilen,BEEF,F,214,944,4346,813,2744,378,448,209
2014,Moy,DAIRY,F,120,264,2445,343,2192,319,532,226
2018,Vartry,DAIRY,F,16,153,264,146,441,99,46,22
2015,Vartry,DAIRY,F,16,104,193,107,246,91,48,25
2020,Vartry,BEEF,C,0,0,0,0,12,24,231,1999
2014,Vartry,BEEF,C,0,0,0,0,12,22,215,1772
2019,Dodder,BEEF,C,0,0,0,0,4,4,69,598
2020,Doonbeg,BEEF,F,132,485,3067,495,1778,230,457,156
2018,Doonbeg,BEEF,F,132,484,3050,469,1779,219,443,147
2018,Currane,BEEF,F,33,198,321,116,149,61,51,30
2015,Currane,BEEF,F,33,190,312,114,144,61,49,29
2018,Moy,DAIRY,C,0,0,0,0,3,81,1623,9588
2020,Currane,BEEF,C,0,0,0,0,0,9,60,1221
2019,Currane,BEEF,C,0,0,0,0,0,9,60,1220
2015,Currane,BEEF,C,0,0,0,0,0,9,55,1168
2019,Dargle,BEEF,F,27,157,539,168,494,65,132,25
2016,Vartry,BEEF,F,58,377,1071,367,915,143,102,45
2020,Erriff,BEEF,C,0,0,0,0,0,0,39,582
2015,Erriff,BEEF,C,0,0,0,0,0,0,42,594
2020,Dodder,DAIRY,F,8,33,79,22,58,7,10,2
2017,Gweebarra,BEEF,F,18,66,210,61,123,33,71,21
2016,Gweebarra,BEEF,F,18,66,210,61,123,33,71,21
2018,Gweebarra,BEEF,C,0,0,0,0,2,12,32,735
2015,Gweebarra,BEEF,F,18,65,197,57,118,33,71,21
2020,Dargle,DAIRY,C,0,0,0,0,1,12,54,303
2018,Dodder,DAIRY,C,0,0,0,0,1,10,32,219
2017,Dodder,BEEF,F,17,76,158,75,141,41,37,6
2017,Erriff,BEEF,F,5,40,234,45,139,13,51,20
2017,Dodder,DAIRY,C,0,0,0,0,0,0,14,102
2014,Gweebarra,DAIRY,C,0,0,0,0,0,0,2,42
2018,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2017,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2020,Boyne,BEEF,M,1652,7509,34973,10444,34368,4954,7673,2887
2017,Boyne,BEEF,M,1608,7485,34336,9776,33006,4903,7706,2922
2015,Boyne,BEEF,M,1556,7221,33794,9671,32895,4844,7574,2870
2018,Nore,DAIRY,M,463,1472,27357,2710,24285,1162,1958,242
2014,Nore,DAIRY,M,453,1447,26151,2515,22381,1050,1877,255
2020,Nore,BEEF,M,1719,7659,44101,10639,44044,4191,4602,2589
2014,Inny,BEEF,M,680,3586,15939,4519,14696,2052,2932,1405
2014,Ilen,DAIRY,M,80,169,1507,214,1127,66,105,47
2017,Moy,DAIRY,M,161,237,1501,233,861,123,204,42
2020,Inny,DAIRY,M,136,298,2171,358,2102,217,323,81
2018,Doonbeg,DAIRY,M,1,14,899,16,539,17,100,20
2019,Vartry,BEEF,M,44,304,762,214,457,64,42,68
2020,Vartry,BEEF,M,63,368,1030,268,576,89,89,77
2014,Vartry,BEEF,M,70,348,881,255,508,85,63,72
2016,Ilen,BEEF,M,242,881,4980,893,2770,249,371,391
2015,Ilen,BEEF,M,235,877,4914,889,2777,249,367,389
2019,Gweebarra,BEEF,M,29,81,134,35,52,4,11,19
2019,Doonbeg,BEEF,M,148,522,2939,421,1762,127,234,288
2014,Doonbeg,BEEF,M,151,520,2857,440,1708,134,273,307
2017,Dargle,DAIRY,M,1,2,56,7,20,19,3,0
2016,Dodder,DAIRY,M,0,2,41,6,14,7,0,0
2015,Gweebarra,DAIRY,M,0,1,16,6,6,0,0,0
2020,Currane,DAIRY,M,0,0,0,0,21,0,0,0
2018,Currane,DAIRY,M,0,0,0,0,21,0,0,0
2014,Boyne,BEEF,C,0,0,0,2,176,577,4234,50845
2020,Moy,BEEF,C,0,0,0,0,76,262,2917,41620
2019,Boyne,BEEF,F,1623,7603,35782,11769,45338,6810,8212,1483
2014,Boyne,BEEF,F,1522,7316,34607,11306,41732,6468,7713,1478
2014,Boyne,DAIRY,C,0,0,0,0,90,1418,11204,61943
2018,Nore,DAIRY,F,408,1411,32628,1706,29245,1354,3609,632
2015,Nore,BEEF,F,1631,7174,39249,9913,34648,4087,3983,1345
2020,Inny,BEEF,F,750,3409,15831,4805,16669,2684,3284,759
2018,Inny,BEEF,F,741,3390,15813,4826,17388,2833,3549,756
2020,Inny,BEEF,C,0,0,0,1,86,279,2172,29775
2016,Ilen,DAIRY,C,0,0,0,0,17,109,3771,19442
2019,Ilen,BEEF,C,0,0,0,0,14,98,602,6454
2014,Ilen,BEEF,C,0,0,0,0,16,117,571,6536
2019,Inny,DAIRY,C,0,0,0,0,25,171,3987,18877
2018,Boyne,DAIRY,F,904,3572,15871,4260,15637,2988,2991,1035
2018,Doonbeg,DAIRY,F,3,21,1430,31,1338,25,311,73
2020,Ilen,BEEF,F,232,930,4368,812,2746,387,446,187
2018,Ilen,BEEF,F,235,968,4388,837,2758,406,459,207
2019,Moy,DAIRY,F,122,259,2509,340,2213,328,522,233
2015,Moy,DAIRY,F,120,263,2531,339,2213,329,539,234
2017,Dargle,DAIRY,F,4,16,340,18,127,6,13,2
2018,Ilen,DAIRY,F,70,338,5145,415,4838,344,655,161
2016,Vartry,DAIRY,F,16,104,193,107,242,92,47,25
2017,Vartry,BEEF,C,0,0,0,0,12,24,218,1733
2020,Dodder,BEEF,C,0,0,0,0,4,4,69,644
2016,Doonbeg,BEEF,F,130,462,3011,458,1758,214,441,147
2020,Doonbeg,BEEF,C,0,0,0,0,7,33,386,5857
2014,Doonbeg,BEEF,C,0,0,0,0,7,34,375,5810
2015,Vartry,DAIRY,C,0,0,0,0,3,62,232,1270
2017,Moy,DAIRY,C,0,0,0,0,12,81,1642,9743
2020,Vartry,BEEF,F,61,380,1153,377,920,132,121,49
2016,Dargle,BEEF,F,27,158,544,168,497,71,132,25
2019,Vartry,BEEF,F,46,332,1005,322,866,124,81,42
2018,Vartry,BEEF,F,58,363,1049,354,934,144,98,43
2019,Vartry,DAIRY,F,16,143,249,158,394,84,43,21
2016,Erriff,BEEF,C,0,0,0,0,0,0,42,617
2014,Gweebarra,BEEF,F,40,136,514,156,390,78,172,54
2016,Dodder,BEEF,C,0,0,0,0,2,3,52,513
2014,Gweebarra,BEEF,C,0,0,0,2,4,20,64,1638
2018,Dargle,DAIRY,C,0,0,0,0,1,12,63,381
2016,Dodder,BEEF,F,17,76,158,75,141,41,37,6
2015,Dodder,BEEF,F,17,75,158,75,141,41,37,6
2020,Erriff,BEEF,F,5,39,207,43,126,10,49,18
2015,Dodder,DAIRY,C,0,0,0,0,0,0,14,102
2014,Dodder,DAIRY,C,0,0,0,0,0,0,14,102
2020,Gweebarra,DAIRY,C,0,0,0,0,0,0,31,94
2014,Currane,DAIRY,C,0,0,0,0,0,0,7,32
2018,Boyne,BEEF,M,1592,7455,34516,9845,33161,4931,7685,2895
2019,Nore,DAIRY,M,460,1434,27332,2808,24449,1169,1962,241
2018,Nore,BEEF,M,1729,7648,44035,10625,44235,4216,4663,2597
2020,Inny,BEEF,M,716,3696,16282,4621,14651,2049,2735,1372
2018,Inny,BEEF,M,704,3663,16399,4667,15047,2077,2809,1399
2019,Boyne,DAIRY,M,779,2275,8786,2962,8133,1275,1397,337
2018,Ilen,DAIRY,M,80,167,1508,213,1228,70,105,45
2020,Moy,DAIRY,M,156,235,1542,233,856,120,199,34
2019,Moy,DAIRY,M,154,235,1535,230,1081,124,201,34
2018,Vartry,BEEF,M,59,350,817,251,576,111,72,73
2017,Doonbeg,BEEF,M,148,525,2971,418,1760,127,234,288
2020,Dargle,BEEF,M,20,141,558,97,301,32,49,54
2014,Dargle,BEEF,M,17,141,552,89,285,32,48,51
2019,Erriff,BEEF,M,12,42,177,41,93,2,4,21
2020,Erriff,DAIRY,M,0,0,87,128,289,9,3,0
2018,Dargle,DAIRY,M,6,9,74,13,39,21,3,0
2017,Dodder,DAIRY,M,0,2,41,6,14,7,0,0
2015,Dargle,DAIRY,M,1,2,56,7,19,8,3,0
2019,Currane,BEEF,M,23,192,190,43,55,11,15,37
2020,Nore,BEEF,C,0,0,0,0,145,733,5044,50733
2019,Nore,BEEF,C,0,0,0,0,143,728,5052,50853
2015,Nore,BEEF,C,0,0,0,0,140,698,4912,50073
2014,Nore,BEEF,C,0,0,0,0,141,697,4859,50281
2015,Boyne,BEEF,F,1560,7315,34552,11374,41839,6484,7875,1479
2014,Nore,DAIRY,C,0,0,0,0,106,422,22637,92024
2019,Boyne,DAIRY,C,0,0,0,0,100,1365,11514,62584
2019,Nore,DAIRY,F,407,1392,32541,1692,29132,1354,3616,632
2014,Nore,BEEF,F,1647,7239,39207,9818,34448,4060,3945,1341
2019,Ilen,DAIRY,C,0,0,0,0,17,109,3790,19637
2020,Ilen,BEEF,C,0,0,0,0,14,94,595,6421
2020,Doonbeg,DAIRY,F,13,24,1519,41,1427,39,312,73
2017,Doonbeg,DAIRY,F,3,21,1422,31,1333,25,311,68
2019,Moy,BEEF,F,767,3386,18845,4152,15087,2110,4071,956
2015,Doonbeg,DAIRY,C,0,0,0,0,3,6,1043,5799
2019,Dargle,DAIRY,F,4,16,340,18,127,6,13,2
2020,Dargle,DAIRY,F,4,16,340,18,127,6,13,2
2015,Dargle,DAIRY,F,2,0,315,4,112,2,8,0
2019,Ilen,DAIRY,F,75,340,5161,419,4859,348,695,165
2014,Ilen,DAIRY,F,70,344,5371,409,4949,346,682,164
2015,Inny,DAIRY,C,0,0,0,0,26,197,4227,19224
2014,Dargle,BEEF,C,0,0,0,0,2,15,73,1070
2017,Currane,BEEF,F,34,222,321,140,150,67,52,31
2016,Currane,BEEF,F,33,195,318,116,151,62,51,29
2015,Moy,DAIRY,C,0,0,0,0,12,80,1630,9659
2018,Dargle,BEEF,F,28,158,548,177,504,72,134,25
2019,Gweebarra,BEEF,F,18,70,217,78,126,38,70,21
2018,Gweebarra,BEEF,F,18,70,221,78,126,38,72,21
2020,Gweebarra,BEEF,C,0,0,0,0,2,12,30,732
2019,Dargle,DAIRY,C,0,0,0,0,1,12,54,303
2015,Gweebarra,DAIRY,F,0,0,25,0,32,1,5,0
2016,Dodder,DAIRY,C,0,0,0,0,0,0,14,102
2015,Currane,DAIRY,C,0,0,0,0,0,0,5,27
2015,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2017,Currane,DAIRY,F,0,0,2,0,4,0,0,0
2016,Currane,DAIRY,F,0,0,2,0,4,0,0,0
2017,Nore,DAIRY,M,459,1446,27221,2718,24325,1153,1931,262
2017,Nore,BEEF,M,1711,7586,44133,10602,44294,4230,4753,2613
2016,Nore,BEEF,M,1713,7580,43872,10646,44311,4256,4733,2587
2018,Moy,BEEF,M,784,3649,17415,3394,10995,1015,1123,1283
2018,Moy,DAIRY,M,153,235,1527,230,1088,121,201,34
2014,Moy,DAIRY,M,160,234,1365,243,832,117,191,41
2015,Inny,DAIRY,M,146,219,1947,375,1917,222,313,88
2020,Doonbeg,DAIRY,M,5,17,939,19,530,18,103,21
2015,Doonbeg,DAIRY,M,1,17,889,16,542,17,102,21
2020,Ilen,BEEF,M,249,882,4985,898,2799,243,359,393
2018,Ilen,BEEF,M,250,896,4984,928,2828,258,368,393
2016,Gweebarra,BEEF,M,27,71,127,30,49,2,10,17
2015,Doonbeg,BEEF,M,147,488,2891,414,1736,129,276,285
2020,Dodder,BEEF,M,27,70,217,78,186,22,14,28
2017,Dargle,BEEF,M,20,141,556,94,299,32,49,54
2015,Dargle,BEEF,M,17,141,556,94,289,32,50,52
2014,Dodder,BEEF,M,12,61,115,49,92,18,8,23
2016,Erriff,BEEF,M,11,49,205,27,59,2,3,22
2017,Currane,BEEF,M,23,218,190,43,55,11,15,38
2014,Currane,DAIRY,M,0,0,1,0,22,0,0,0
2019,Erriff,DAIRY,M,0,0,0,0,4,0,0,0
2018,Boyne,BEEF,C,0,0,0,2,172,630,4349,51799
2016,Boyne,BEEF,C,0,0,0,2,175,613,4306,51235
2016,Moy,BEEF,C,0,0,0,0,77,267,2919,41758
2017,Boyne,BEEF,F,1589,7629,35551,11722,42646,6599,7947,1486
2020,Nore,DAIRY,C,0,0,0,0,109,445,23537,94994
2015,Nore,DAIRY,C,0,0,0,0,110,418,22718,92429
2018,Boyne,DAIRY,C,0,0,0,0,100,1371,11440,62087
2016,Boyne,DAIRY,C,0,0,0,0,97,1447,11200,61571
2015,Nore,DAIRY,F,404,1398,31872,1630,28471,1318,3417,647
2020,Nore,BEEF,F,1660,7343,40049,10179,35146,4169,3995,1292
2019,Inny,BEEF,C,0,0,0,1,89,274,2184,30008
2018,Inny,BEEF,C,0,0,0,1,87,270,2186,29831
2015,Doonbeg,DAIRY,F,3,21,1416,31,1322,25,311,73
2020,Inny,DAIRY,F,141,437,4989,563,5404,394,875,223
2019,Ilen,BEEF,F,236,952,4403,831,2739,396,445,184
2019,Dodder,DAIRY,F,4,16,332,15,109,4,9,2
2016,Dodder,DAIRY,F,2,0,306,1,94,0,2,0
2020,Ilen,DAIRY,F,75,340,5199,418,4909,348,696,165
2015,Ilen,DAIRY,F,70,344,5148,420,4884,346,664,162
2014,Vartry,DAIRY,F,16,105,203,127,268,92,47,28
2016,Inny,DAIRY,C,0,0,0,0,27,201,4295,19654
2019,Dargle,BEEF,C,0,0,0,0,3,15,76,1089
2015,Doonbeg,BEEF,C,0,0,0,0,7,28,374,5697
2020,Vartry,DAIRY,C,0,0,0,0,3,72,266,1369
2020,Currane,BEEF,F,33,197,318,116,151,62,53,30
2014,Currane,BEEF,F,33,183,314,114,162,61,50,29
2016,Moy,DAIRY,C,0,0,0,0,12,80,1631,9655
2018,Currane,BEEF,C,0,0,0,0,0,9,60,1225
2017,Dodder,BEEF,C,0,0,0,0,2,3,52,513
2015,Dodder,BEEF,C,0,0,0,0,2,3,49,511
2014,Dodder,BEEF,C,0,0,0,0,1,3,47,514
2017,Dargle,DAIRY,C,0,0,0,0,1,12,54,303
2015,Dargle,DAIRY,C,0,0,0,0,0,2,36,186
2019,Gweebarra,DAIRY,F,0,0,25,0,32,1,5,0
2020,Currane,DAIRY,C,0,0,0,0,0,0,5,27
2014,Boyne,BEEF,M,1540,7281,34142,9759,33362,4861,7554,2875
2015,Inny,BEEF,M,685,3644,15907,4528,14430,2029,2751,1396
2016,Boyne,DAIRY,M,772,2258,8430,2858,7814,1258,1350,335
2015,Boyne,DAIRY,M,769,2220,7948,2752,7633,1225,1354,327
2014,Boyne,DAIRY,M,769,2115,8102,2661,8024,1243,1408,333
2019,Moy,BEEF,M,777,3632,17404,3486,11071,1003,1120,1283
2020,Moy,BEEF,M,777,3619,17348,3476,11038,1002,1121,1281
2017,Moy,BEEF,M,795,3656,17358,3425,11016,1020,1128,1286
2014,Doonbeg,DAIRY,M,1,17,872,16,528,17,102,22
2017,Ilen,BEEF,M,241,879,4991,896,2794,250,371,391
2020,Gweebarra,BEEF,M,29,81,137,35,53,4,11,20
2019,Dodder,DAIRY,M,0,3,129,36,95,22,0,0
2018,Dargle,BEEF,M,20,141,565,103,306,32,49,54
2016,Dargle,BEEF,M,20,141,556,94,299,32,49,54
2018,Vartry,DAIRY,M,23,72,113,45,103,20,8,6
2017,Vartry,DAIRY,M,23,71,113,45,103,20,8,6
2019,Dargle,DAIRY,M,1,2,56,21,22,19,3,0
2018,Dodder,DAIRY,M,0,2,41,6,15,18,0,0
2018,Erriff,BEEF,M,12,49,215,36,87,2,4,23
2016,Currane,BEEF,M,23,191,188,43,55,11,14,37
2019,Vartry,BEEF,C,0,0,0,0,4,25,181,1632
2015,Boyne,BEEF,C,0,0,0,3,226,588,3844,48548
2017,Moy,BEEF,C,0,0,0,0,125,272,2791,41436
2017,Dargle,BEEF,C,0,0,0,0,9,13,42,1073
2014,Inny,BEEF,C,0,0,0,0,98,252,1938,27897
2017,Ilen,BEEF,C,0,0,0,0,22,93,542,6491
2018,Ilen,BEEF,C,0,0,0,0,23,98,537,6519
2020,Moy,DAIRY,C,0,0,0,0,14,61,1387,9937
2014,Moy,DAIRY,C,0,0,0,0,15,64,1406,9867
2016,Currane,BEEF,C,0,0,0,0,0,11,66,1162
2018,Doonbeg,DAIRY,C,0,0,0,0,5,3,943,6136
2019,Doonbeg,DAIRY,C,0,0,0,0,5,3,994,6371
2019,Currane,DAIRY,C,0,0,0,0,0,0,4,28
2018,Erriff,BEEF,C,0,0,0,0,0,1,25,596
2019,Inny,DAIRY,F,184,536,6040,660,6122,388,808,287
2020,Moy,BEEF,F,772,3657,18745,3744,14541,2283,4272,1078
2016,Moy,BEEF,F,775,3641,18501,3694,14486,2272,4218,1067
2020,Dargle,BEEF,F,31,137,581,148,400,81,128,37
2015,Dargle,BEEF,F,31,134,585,135,396,79,122,38
2014,Dargle,BEEF,F,31,132,561,133,376,74,121,37
2017,Boyne,DAIRY,F,1011,3553,16136,4267,15838,2438,2719,1010
2016,Ilen,DAIRY,F,65,344,5012,427,4529,301,666,177
2014,Vartry,BEEF,F,61,275,941,333,983,151,164,28
2019,Gweebarra,DAIRY,C,0,0,0,0,0,0,22,95
2015,Gweebarra,DAIRY,C,0,0,0,0,0,0,22,94
2019,Erriff,BEEF,F,7,34,229,25,133,19,40,10
2018,Dodder,BEEF,F,22,60,184,78,128,54,48,16
2017,Dodder,DAIRY,F,0,1,252,2,84,0,6,1
2020,Moy,DAIRY,F,126,320,2560,368,2236,283,440,202
2017,Moy,DAIRY,F,118,306,2568,350,2232,274,457,211
2016,Gweebarra,DAIRY,F,0,0,34,0,15,0,7,0
2016,Erriff,DAIRY,F,0,0,3,0,0,0,0,1
2020,Currane,DAIRY,F,0,0,2,0,2,0,0,0
2019,Boyne,BEEF,M,1704,7299,33898,9844,35264,4852,7593,2892
2016,Moy,BEEF,M,734,3737,16109,3147,11111,1092,1446,1287
2016,Doonbeg,BEEF,M,125,538,2913,351,1749,165,240,294
2017,Vartry,BEEF,M,72,270,859,207,695,123,158,79
2016,Vartry,BEEF,M,72,271,909,208,704,123,158,83
2016,Doonbeg,DAIRY,M,3,13,995,25,647,9,94,27
2016,Nore,DAIRY,M,461,1497,24304,1745,22527,1065,1792,381
2017,Gweebarra,BEEF,M,10,69,165,18,44,8,10,22
2019,Dodder,BEEF,M,22,61,226,60,162,49,33,30
2015,Moy,DAIRY,M,101,153,1194,199,1039,116,117,57
2014,Erriff,BEEF,M,2,49,231,22,120,15,23,15
2020,Currane,BEEF,M,27,208,256,27,58,12,7,42
2020,Dargle,DAIRY,M,0,3,38,4,37,9,4,0
2014,Dargle,DAIRY,M,0,3,12,4,25,8,4,0
2020,Ilen,DAIRY,M,56,182,1401,182,856,66,85,39
2020,Dodder,DAIRY,M,8,8,121,23,171,40,3,1
2014,Gweebarra,DAIRY,M,0,0,200,4,308,0,8,2
2019,Vartry,DAIRY,M,15,31,129,59,52,14,9,4
2017,Gweebarra,DAIRY,M,0,0,0,0,5,0,0,0
2019,Currane,DAIRY,M,0,0,1,0,0,0,4,0
2017,Nore,BEEF,C,0,0,0,0,151,651,4612,48407
2018,Nore,BEEF,C,0,0,0,0,147,654,4645,48856
2017,Nore,DAIRY,C,0,0,0,0,121,493,22589,101244
2018,Dodder,BEEF,C,0,0,0,0,1,10,22,530
2020,Boyne,BEEF,C,0,0,0,4,225,604,4065,50430
2017,Inny,BEEF,C,0,0,0,0,104,264,1981,28974
2016,Ilen,BEEF,C,0,0,0,0,22,93,541,6513
2015,Ilen,BEEF,C,0,0,0,0,22,93,542,6475
2019,Doonbeg,BEEF,C,0,0,0,0,25,38,329,5716
2016,Doonbeg,BEEF,C,0,0,0,0,24,34,325,5651
2020,Dodder,DAIRY,C,0,0,0,0,0,1,42,330
2019,Dodder,DAIRY,C,0,0,0,0,0,1,26,258
2016,Dargle,DAIRY,C,0,0,0,0,0,1,41,336
2014,Dargle,DAIRY,C,0,0,0,0,0,1,29,206
2015,Ilen,DAIRY,C,0,0,0,0,37,90,3955,20117
2020,Inny,DAIRY,C,0,0,0,1,29,220,4050,20291
2017,Currane,BEEF,C,0,0,0,0,0,11,65,1227
2014,Currane,BEEF,C,0,0,0,0,0,8,61,1087
2016,Doonbeg,DAIRY,C,0,0,0,0,5,3,942,6081
2017,Currane,DAIRY,C,0,0,0,0,0,0,4,28
2016,Currane,DAIRY,C,0,0,0,0,0,0,4,28
2018,Vartry,DAIRY,C,0,0,0,0,3,65,416,1595
2018,Boyne,BEEF,F,1596,7322,35815,11328,41967,6460,7829,1599
2016,Inny,DAIRY,F,194,528,6163,638,6133,415,767,270
2017,Doonbeg,BEEF,F,112,562,2893,404,1719,253,501,168
2015,Doonbeg,BEEF,F,114,545,2867,383,1704,250,494,165
2014,Ilen,BEEF,F,303,1045,4215,776,2741,379,403,205
2020,Nore,DAIRY,F,438,1470,34363,1621,31388,1096,3413,645
2018,Gweebarra,DAIRY,C,0,0,0,0,0,0,22,95
2020,Dodder,BEEF,F,24,84,290,107,253,60,60,21
2016,Dargle,DAIRY,F,0,1,304,20,120,17,8,2
2014,Dargle,DAIRY,F,0,1,272,2,95,2,5,1
2019,Doonbeg,DAIRY,F,6,18,1461,38,1348,39,329,83
2016,Doonbeg,DAIRY,F,6,10,1387,25,1285,30,306,76
2020,Vartry,DAIRY,F,15,126,399,187,411,93,42,26
2017,Vartry,DAIRY,F,15,87,197,139,323,84,32,26
2018,Moy,DAIRY,F,118,306,2544,350,2238,266,458,200
2020,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2016,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2018,Gweebarra,DAIRY,F,0,0,34,0,15,0,7,0
2014,Gweebarra,DAIRY,F,0,0,6,0,6,0,0,0
2019,Currane,DAIRY,F,0,0,2,0,2,0,0,0
2014,Currane,DAIRY,F,0,0,2,0,2,0,0,0
2017,Inny,BEEF,M,649,3525,15616,4552,15333,1768,2775,1520
